State (India Ev Ice Adoption Large.Csv),Charging Stations (India Ev Ice Adoption Large.Csv),Ev Vehicle Registrations (India Ev Ice Adoption Large.Csv)
Karnataka,490,5648
Karnataka,419,0
Karnataka,760,12350
Karnataka,193,0
Karnataka,773,28972
Karnataka,17,5619
Karnataka,409,11038
Karnataka,831,9414
Karnataka,209,15457
Karnataka,283,14946
Karnataka,729,10474
Karnataka,868,332
Karnataka,1178,10865
Karnataka,1058,10832
Karnataka,347,14591
Karnataka,111,15268
Karnataka,484,24982
Karnataka,832,24065
Karnataka,735,703
Karnataka,546,2388
Karnataka,600,24117
Karnataka,350,7044
Karnataka,527,3885
Karnataka,361,0
Karnataka,1094,2179
Karnataka,504,8723
Karnataka,885,4378
Karnataka,874,11439
Karnataka,686,13937
Karnataka,715,16432
Karnataka,863,4889
Karnataka,391,25117
Karnataka,380,3711
Karnataka,359,29247
Karnataka,294,21173
Karnataka,850,5594
Kerala,408,8077
Kerala,743,4812
Kerala,144,16498
Kerala,797,13528
Kerala,861,10424
Kerala,645,14031
Kerala,521,16053
Kerala,157,4383
Kerala,748,11575
Kerala,783,14796
Kerala,1100,5561
Kerala,293,18443
Kerala,460,394
Kerala,676,2555
Kerala,541,16844
Kerala,666,10950
Kerala,388,16558
Kerala,225,0
Kerala,82,640
Kerala,458,20994
Kerala,881,31907
Kerala,332,12293
Kerala,13,0
Kerala,776,12499
Kerala,584,0
Kerala,205,12740
Kerala,363,18280
Kerala,734,13482
Kerala,549,44382
Kerala,690,15361
Kerala,449,22346
Kerala,698,2141
Kerala,814,6796
Kerala,360,37896
Kerala,1067,13097
Kerala,404,43777
Kerala,722,18071
Kerala,901,41138
Kerala,919,9038
Kerala,508,8123
Kerala,415,12318
Kerala,10,12798
Kerala,431,20493
Kerala,754,7755
Kerala,169,0
Kerala,695,0
Madhya Pradesh,526,24212
Madhya Pradesh,405,15405
Madhya Pradesh,536,29736
Madhya Pradesh,375,661
Madhya Pradesh,144,10638
Madhya Pradesh,708,0
Madhya Pradesh,725,25366
Madhya Pradesh,132,12494
Madhya Pradesh,301,10078
Madhya Pradesh,789,8137
Madhya Pradesh,826,19664
Madhya Pradesh,421,4723
Madhya Pradesh,495,8014
Madhya Pradesh,673,12347
Madhya Pradesh,99,19076
Madhya Pradesh,17,11451
Madhya Pradesh,53,11162
Madhya Pradesh,609,8188
Madhya Pradesh,647,2610
Madhya Pradesh,879,2722
Madhya Pradesh,500,28607
Madhya Pradesh,523,5350
Madhya Pradesh,594,15857
Madhya Pradesh,187,5611
Madhya Pradesh,652,18978
Madhya Pradesh,343,12827
Madhya Pradesh,502,9609
Madhya Pradesh,397,7223
Madhya Pradesh,720,13402
Madhya Pradesh,35,14286
Madhya Pradesh,601,12354
Madhya Pradesh,170,18825
Madhya Pradesh,33,22537
Madhya Pradesh,563,5591
Madhya Pradesh,647,7455
Madhya Pradesh,88,6645
Madhya Pradesh,624,14693
Madhya Pradesh,10,6978
Madhya Pradesh,249,7918
Madhya Pradesh,375,22561
Madhya Pradesh,521,9079
Madhya Pradesh,629,0
Madhya Pradesh,656,12872
Madhya Pradesh,767,29021
Madhya Pradesh,488,29132
Madhya Pradesh,13,4395
Madhya Pradesh,746,6964
Madhya Pradesh,383,9641
Madhya Pradesh,747,25697
Madhya Pradesh,45,9957
Madhya Pradesh,391,7813
Madhya Pradesh,675,18854
Madhya Pradesh,705,1615
Madhya Pradesh,478,8030
Madhya Pradesh,637,24719
Madhya Pradesh,246,5729
Maharashtra,352,4093
Maharashtra,555,7692
Maharashtra,175,18797
Maharashtra,598,17667
Maharashtra,275,7572
Maharashtra,423,2437
Maharashtra,731,18010
Maharashtra,844,13871
Maharashtra,768,4333
Maharashtra,557,22057
Maharashtra,100,3169
Maharashtra,968,4744
Maharashtra,542,0
Maharashtra,685,15214
Maharashtra,222,3284
Maharashtra,62,3427
Maharashtra,709,3937
Maharashtra,637,15688
Maharashtra,930,3788
Maharashtra,442,16709
Maharashtra,660,11415
Maharashtra,557,3038
Maharashtra,891,8072
Maharashtra,373,11000
Maharashtra,455,14217
Maharashtra,640,27209
Maharashtra,465,9449
Maharashtra,35,4935
Maharashtra,261,7928
Maharashtra,740,13974
Maharashtra,314,8802
Maharashtra,432,38661
Maharashtra,327,19845
Maharashtra,60,17149
Maharashtra,1296,2404
Maharashtra,504,32190
Maharashtra,676,31064
Maharashtra,981,28058
Maharashtra,336,0
Maharashtra,565,15469
Maharashtra,668,4357
Maharashtra,44,27087
Maharashtra,732,7165
Maharashtra,548,7653
Maharashtra,395,0
Maharashtra,572,0
Maharashtra,855,14609
Maharashtra,749,11936
Maharashtra,885,8589
Maharashtra,466,3723
Maharashtra,529,8149
Odisha,210,490
Odisha,296,20344
Odisha,447,13224
Odisha,711,8938
Odisha,551,3697
Odisha,501,24377
Odisha,210,2
Odisha,216,9681
Odisha,1178,7684
Odisha,461,2025
Odisha,234,6724
Odisha,228,22531
Odisha,71,17947
Odisha,610,0
Odisha,285,9497
Odisha,482,25912
Odisha,531,18431
Odisha,880,20569
Odisha,604,5761
Odisha,1072,14602
Odisha,880,13888
Odisha,99,7625
Odisha,429,12865
Odisha,503,9480
Odisha,1068,21548
Odisha,288,1168
Odisha,248,0
Odisha,425,17510
Odisha,648,11272
Odisha,607,26595
Odisha,865,25221
Odisha,170,501
Odisha,757,24325
Odisha,465,5087
Odisha,50,1284
Odisha,453,0
Odisha,633,8349
Odisha,591,13198
Odisha,892,16873
Odisha,422,5366
Odisha,692,8509
Odisha,1129,12520
Odisha,783,28034
Odisha,898,198
Punjab,624,0
Punjab,15,8257
Punjab,836,4181
Punjab,306,10808
Punjab,564,12331
Punjab,668,19284
Punjab,535,5088
Punjab,840,0
Punjab,700,17509
Punjab,406,17901
Punjab,442,0
Punjab,479,25949
Punjab,689,3743
Punjab,675,12696
Punjab,849,5402
Punjab,346,3169
Punjab,352,9929
Punjab,538,34360
Punjab,290,6853
Punjab,823,9305
Punjab,753,10103
Punjab,658,11521
Punjab,808,3205
Punjab,775,23582
Punjab,338,5530
Punjab,649,25740
Punjab,440,28443
Punjab,639,9241
Punjab,903,5088
Punjab,599,21168
Punjab,393,20178
Punjab,811,10198
Punjab,10,27028
Punjab,286,3869
Punjab,989,47640
Punjab,427,6971
Punjab,475,27578
Punjab,611,33179
Punjab,663,1846
Punjab,633,13743
Punjab,636,18652
Punjab,713,0
Punjab,111,1904
Punjab,677,11612
Punjab,578,7686
Punjab,586,14629
Punjab,1066,3592
Punjab,35,4298
Punjab,547,19228
Punjab,466,12549
Punjab,229,7460
Punjab,936,16515
Rajasthan,111,8104
Rajasthan,763,1836
Rajasthan,315,43622
Rajasthan,582,21631
Rajasthan,755,7066
Rajasthan,419,3856
Rajasthan,568,13793
Rajasthan,306,10528
Rajasthan,666,9087
Rajasthan,483,12665
Rajasthan,302,17339
Rajasthan,359,11671
Rajasthan,739,9369
Rajasthan,1021,22614
Rajasthan,441,10224
Rajasthan,525,9829
Rajasthan,122,17856
Rajasthan,717,14991
Rajasthan,982,3364
Rajasthan,1081,13733
Rajasthan,948,11372
Rajasthan,412,6410
Rajasthan,1007,5469
Rajasthan,393,4287
Rajasthan,954,20696
Rajasthan,725,23813
Rajasthan,459,33578
Rajasthan,455,0
Rajasthan,116,12998
Rajasthan,73,26631
Rajasthan,988,1566
Rajasthan,493,23188
Rajasthan,970,4042
Rajasthan,160,15116
Rajasthan,793,26557
Rajasthan,757,15447
Rajasthan,600,55387
Rajasthan,651,27761
Rajasthan,534,16124
Rajasthan,537,15879
Rajasthan,669,11427
Rajasthan,958,11657
Rajasthan,451,11907
Rajasthan,758,24718
Rajasthan,1175,0
Rajasthan,662,13502
Rajasthan,319,26904
Rajasthan,406,19389
Rajasthan,449,6016
Tamil Nadu,803,21482
Tamil Nadu,179,21844
Tamil Nadu,271,11692
Tamil Nadu,673,3875
Tamil Nadu,776,4759
Tamil Nadu,308,15459
Tamil Nadu,367,6047
Tamil Nadu,455,8073
Tamil Nadu,233,9564
Tamil Nadu,458,3620
Tamil Nadu,870,29324
Tamil Nadu,668,5186
Tamil Nadu,26,25889
Tamil Nadu,634,8653
Tamil Nadu,610,652
Tamil Nadu,628,27419
Tamil Nadu,182,11240
Tamil Nadu,210,39446
Tamil Nadu,204,11912
Tamil Nadu,26,5551
Tamil Nadu,487,11934
Tamil Nadu,558,13092
Tamil Nadu,583,16686
Tamil Nadu,773,24164
Tamil Nadu,583,12606
Tamil Nadu,395,4829
Tamil Nadu,588,11069
Tamil Nadu,26,18580
Tamil Nadu,406,3413
Tamil Nadu,674,34756
Tamil Nadu,252,8218
Tamil Nadu,523,1695
Tamil Nadu,166,12017
Tamil Nadu,61,14206
Tamil Nadu,145,18857
Tamil Nadu,10,12417
Tamil Nadu,1062,28046
Tamil Nadu,382,4526
Tamil Nadu,206,13080
Tamil Nadu,112,8128
Tamil Nadu,888,14297
Tamil Nadu,1068,5988
Tamil Nadu,839,4731
Tamil Nadu,274,33773
Tamil Nadu,758,6216
Tamil Nadu,360,9362
Tamil Nadu,669,0
Tamil Nadu,727,4213
Tamil Nadu,397,7383
Tamil Nadu,834,4516
Tamil Nadu,875,614
Tamil Nadu,128,22866
Tamil Nadu,977,2456
Tamil Nadu,66,3149
Tamil Nadu,110,0
Telangana,156,44191
Telangana,96,6650
Telangana,578,16134
Telangana,189,7117
Telangana,674,26959
Telangana,546,8249
Telangana,1157,20474
Telangana,26,17349
Telangana,773,10140
Telangana,624,0
Telangana,880,10689
Telangana,663,7190
Telangana,270,4503
Telangana,542,31539
Telangana,740,18466
Telangana,366,0
Telangana,55,5729
Telangana,604,64141
Telangana,462,3070
Telangana,555,8537
Telangana,307,7753
Telangana,588,18862
Telangana,901,9056
Telangana,369,2507
Telangana,900,5199
Telangana,254,12401
Telangana,626,34387
Telangana,960,5847
Telangana,260,4567
Telangana,509,0
Telangana,512,9477
Telangana,498,16062
Telangana,494,0
Telangana,183,1152
Telangana,332,18995
Telangana,1338,5355
Telangana,823,11098
Telangana,462,7408
Telangana,759,14177
Telangana,1100,24682
Telangana,305,25419
Telangana,647,8885
Telangana,925,2531
Telangana,652,12999
Telangana,648,15831
Uttar Pradesh,335,10250
Uttar Pradesh,824,3017
Uttar Pradesh,404,5350
Uttar Pradesh,693,16724
Uttar Pradesh,429,24809
Uttar Pradesh,599,6872
Uttar Pradesh,193,27503
Uttar Pradesh,751,14985
Uttar Pradesh,757,16067
Uttar Pradesh,870,13012
Uttar Pradesh,834,41765
Uttar Pradesh,952,4210
Uttar Pradesh,403,26597
Uttar Pradesh,812,5115
Uttar Pradesh,870,6346
Uttar Pradesh,317,2653
Uttar Pradesh,471,9717
Uttar Pradesh,831,4240
Uttar Pradesh,1099,26113
Uttar Pradesh,598,8803
Uttar Pradesh,333,23463
Uttar Pradesh,457,12753
Uttar Pradesh,176,0
Uttar Pradesh,362,1790
Uttar Pradesh,57,27189
Uttar Pradesh,1083,13133
Uttar Pradesh,606,5344
Uttar Pradesh,841,14707
Uttar Pradesh,527,11096
Uttar Pradesh,593,12493
Uttar Pradesh,780,2714
Uttar Pradesh,814,25558
Uttar Pradesh,592,21193
Uttar Pradesh,632,12554
Uttar Pradesh,181,16031
Uttar Pradesh,594,23263
Uttar Pradesh,608,28104
Uttar Pradesh,544,6968
Uttar Pradesh,518,517
Uttar Pradesh,555,21
Uttar Pradesh,284,10720
Uttar Pradesh,856,26360
Uttar Pradesh,555,0
Uttar Pradesh,520,6917
Uttar Pradesh,420,4237
Uttar Pradesh,277,7778
Uttar Pradesh,423,12682
Uttar Pradesh,495,24919
West Bengal,758,8229
West Bengal,12,2854
West Bengal,316,4862
West Bengal,433,0
West Bengal,752,0
West Bengal,160,9953
West Bengal,590,14040
West Bengal,160,682
West Bengal,393,15316
West Bengal,550,13548
West Bengal,207,9520
West Bengal,216,17015
West Bengal,649,6252
West Bengal,501,9577
West Bengal,754,5213
West Bengal,599,25065
West Bengal,685,11724
West Bengal,841,17028
West Bengal,302,20350
West Bengal,221,19539
West Bengal,516,4924
West Bengal,270,28731
West Bengal,552,19456
West Bengal,922,12681
West Bengal,571,4698
West Bengal,55,21686
West Bengal,401,9401
West Bengal,220,10406
West Bengal,596,18101
West Bengal,692,9205
West Bengal,112,367
West Bengal,565,3705
West Bengal,1160,14253
West Bengal,198,18319
West Bengal,886,9953
West Bengal,955,0
West Bengal,51,0
West Bengal,587,15201
West Bengal,769,7828
West Bengal,251,1842
West Bengal,10,19357
West Bengal,924,13640
West Bengal,199,19644
West Bengal,880,14112
West Bengal,1079,10862
West Bengal,608,40420
West Bengal,228,10514
West Bengal,173,23069
West Bengal,368,36906
West Bengal,630,11056
West Bengal,666,17460
West Bengal,819,11066
West Bengal,163,14026
West Bengal,729,34083
West Bengal,806,9478
West Bengal,1422,6273
West Bengal,503,13166
West Bengal,177,21955
West Bengal,312,18259
West Bengal,409,1145
West Bengal,790,12433
West Bengal,726,9489
West Bengal,790,5602
West Bengal,585,7766
West Bengal,263,4493
West Bengal,1029,21157
Assam,620,813
Assam,942,12372
Assam,97,15208
Assam,20,6078
Assam,557,11523
Assam,656,9161
Assam,323,24465
Assam,485,28085
Assam,302,23598
Assam,940,15451
Assam,25,7057
Assam,258,11354
Assam,429,4656
Assam,382,26292
Assam,664,14660
Assam,117,7268
Assam,257,21197
Assam,434,1626
Assam,701,4965
Assam,452,1835
Assam,564,4706
Assam,79,13437
Assam,427,14631
Assam,531,19623
Assam,482,8996
Assam,11,16320
Assam,318,28779
Assam,651,12388
Assam,903,8240
Assam,63,10942
Assam,693,12489
Assam,669,6703
Assam,1068,6546
Assam,571,4708
Assam,530,9449
Assam,210,16492
Bihar,84,5415
Bihar,465,0
Bihar,639,15462
Bihar,700,13606
Bihar,313,20262
Bihar,560,3202
Bihar,1117,6321
Bihar,227,19330
Bihar,729,15664
Bihar,741,2828
Bihar,264,18136
Bihar,726,5094
Bihar,296,3425
Bihar,678,28222
Bihar,1183,8607
Bihar,880,26236
Bihar,323,9063
Bihar,702,0
Bihar,566,16881
Bihar,573,7798
Bihar,477,15805
Bihar,107,8560
Bihar,570,2295
Bihar,248,23829
Bihar,483,13795
Bihar,876,0
Bihar,283,7605
Bihar,591,6356
Bihar,1170,8692
Bihar,572,4711
Bihar,142,0
Bihar,114,16298
Bihar,474,3134
Bihar,729,9853
Bihar,109,2374
Bihar,548,19137
Bihar,364,8869
Bihar,818,16502
Bihar,399,21929
Bihar,1237,5067
Bihar,858,0
Bihar,446,12245
Bihar,826,10923
Bihar,911,1341
Bihar,474,7362
Bihar,718,14307
Bihar,455,6592
Bihar,509,24500
Bihar,872,2050
Bihar,448,28997
Bihar,143,16240
Bihar,815,6684
Bihar,591,15885
Bihar,481,6062
Bihar,36,5727
Bihar,1116,6368
Bihar,447,6885
Bihar,745,29672
Bihar,283,12823
Bihar,507,4774
Bihar,963,20525
Bihar,548,0
Bihar,707,0
Bihar,447,11785
Bihar,518,1707
Bihar,256,11652
Bihar,546,14700
Chhattisgarh,929,1739
Chhattisgarh,670,4562
Chhattisgarh,198,16943
Chhattisgarh,333,12357
Chhattisgarh,608,12997
Chhattisgarh,269,10596
Chhattisgarh,177,8526
Chhattisgarh,119,16608
Chhattisgarh,697,26347
Chhattisgarh,672,7489
Chhattisgarh,522,16591
Chhattisgarh,806,10020
Chhattisgarh,684,12447
Chhattisgarh,374,333
Chhattisgarh,37,8283
Chhattisgarh,321,29277
Chhattisgarh,997,19319
Chhattisgarh,863,9841
Chhattisgarh,1401,4127
Chhattisgarh,918,2342
Chhattisgarh,373,3056
Chhattisgarh,404,7691
Chhattisgarh,507,318
Chhattisgarh,400,871
Chhattisgarh,785,22716
Chhattisgarh,915,0
Chhattisgarh,677,6764
Chhattisgarh,706,9403
Chhattisgarh,60,11069
Chhattisgarh,397,13088
Chhattisgarh,779,1053
Chhattisgarh,675,23948
Chhattisgarh,722,13559
Chhattisgarh,575,31000
Chhattisgarh,921,5958
Chhattisgarh,966,6396
Chhattisgarh,329,5673
Chhattisgarh,34,23235
Chhattisgarh,539,14343
Chhattisgarh,784,8980
Chhattisgarh,675,18654
Chhattisgarh,864,3006
Chhattisgarh,399,13646
Chhattisgarh,569,19443
Chhattisgarh,792,0
Delhi,1151,10719
Delhi,440,2919
Delhi,313,0
Delhi,309,20103
Delhi,879,5929
Delhi,53,16243
Delhi,176,20115
Delhi,222,18001
Delhi,285,24133
Delhi,280,8238
Delhi,748,23165
Delhi,414,24617
Delhi,826,22107
Delhi,606,4173
Delhi,619,9503
Delhi,680,20906
Delhi,1147,12168
Delhi,336,20475
Delhi,995,15790
Delhi,591,4727
Delhi,530,33161
Delhi,235,4939
Delhi,631,12083
Delhi,396,8067
Delhi,504,4511
Delhi,195,0
Delhi,568,14428
Delhi,381,12847
Delhi,480,4751
Delhi,201,24884
Delhi,98,7777
Delhi,380,17912
Delhi,245,165
Delhi,531,10532
Delhi,237,14321
Delhi,834,47873
Delhi,494,8664
Delhi,511,6392
Delhi,789,7254
Delhi,355,15144
Delhi,644,306
Delhi,207,11550
Delhi,661,16081
Delhi,981,12473
Delhi,1587,2638
Delhi,484,8887
Delhi,1110,19551
Delhi,466,5634
Delhi,544,0
Delhi,267,23205
Delhi,29,14220
Delhi,569,0
Gujarat,596,1921
Gujarat,345,8047
Gujarat,417,30883
Gujarat,297,17775
Gujarat,68,9821
Gujarat,1029,11989
Gujarat,488,16363
Gujarat,242,13000
Gujarat,525,15819
Gujarat,178,38578
Gujarat,384,19149
Gujarat,262,15646
Gujarat,666,4071
Gujarat,347,9270
Gujarat,620,15868
Gujarat,163,11974
Gujarat,631,14435
Gujarat,724,0
Gujarat,282,13050
Gujarat,655,29072
Gujarat,686,12988
Gujarat,254,2716
Gujarat,146,16629
Gujarat,965,0
Telangana,385,23630
Telangana,897,14893
Telangana,111,17899
Telangana,732,0
Telangana,389,8804
Telangana,621,11517
Telangana,867,1251
Telangana,86,15767
Telangana,928,3225
Telangana,264,10842
Telangana,696,6638
Telangana,249,20026
Telangana,796,1813
Telangana,591,9193
Telangana,323,0
Telangana,705,12960
Telangana,647,1471
Telangana,248,4837
Telangana,184,18179
Telangana,934,7449
Uttar Pradesh,268,17834
Uttar Pradesh,95,5828
Uttar Pradesh,126,3970
Uttar Pradesh,872,15437
Uttar Pradesh,1016,23008
Uttar Pradesh,652,16656
Uttar Pradesh,760,14067
Uttar Pradesh,289,29738
Uttar Pradesh,427,0
Uttar Pradesh,401,12508
Uttar Pradesh,90,4288
Uttar Pradesh,409,19332
Uttar Pradesh,476,13410
Uttar Pradesh,802,5526
Uttar Pradesh,557,1759
Uttar Pradesh,811,12184
Uttar Pradesh,249,3648
Uttar Pradesh,264,27781
Uttar Pradesh,107,2999
Uttar Pradesh,584,22110
Uttar Pradesh,878,8506
Uttar Pradesh,1319,2158
Uttar Pradesh,101,3251
Uttar Pradesh,307,8530
Uttar Pradesh,476,7669
Uttar Pradesh,1339,16917
Uttar Pradesh,718,846
Uttar Pradesh,796,18950
Uttar Pradesh,1100,18793
Uttar Pradesh,462,12070
Uttar Pradesh,986,3022
Uttar Pradesh,1281,16038
Uttar Pradesh,413,33017
Uttar Pradesh,774,8402
Uttar Pradesh,923,10634
Uttar Pradesh,139,11875
Uttar Pradesh,106,23013
Uttar Pradesh,323,5531
Uttar Pradesh,34,26162
Uttar Pradesh,903,23900
Uttar Pradesh,416,18286
Uttar Pradesh,431,9836
Uttar Pradesh,378,5776
West Bengal,1151,1691
West Bengal,450,29713
West Bengal,892,30474
West Bengal,222,7143
West Bengal,146,9648
West Bengal,564,1105
West Bengal,464,11263
West Bengal,423,11061
West Bengal,577,33705
West Bengal,538,7469
West Bengal,37,26655
West Bengal,117,1086
West Bengal,142,25663
West Bengal,334,10854
West Bengal,672,17600
West Bengal,100,17206
West Bengal,698,15906
West Bengal,394,17285
West Bengal,188,11394
West Bengal,588,23370
West Bengal,503,19748
West Bengal,722,7658
West Bengal,638,12109
West Bengal,507,8198
West Bengal,676,13593
West Bengal,99,8252
West Bengal,816,38651
West Bengal,735,18849
West Bengal,24,3975
West Bengal,611,39034
West Bengal,742,11790
West Bengal,610,5157
West Bengal,614,7209
West Bengal,615,6724
West Bengal,155,5201
West Bengal,289,787
West Bengal,175,11369
West Bengal,696,12607
West Bengal,846,19564
West Bengal,321,35984
West Bengal,269,5985
West Bengal,754,11999
West Bengal,28,17081
West Bengal,749,14504
West Bengal,335,23210
West Bengal,941,19964
West Bengal,176,36197
West Bengal,388,0
Assam,617,9857
Assam,1069,7360
Assam,155,19356
Assam,280,11377
Assam,393,0
Assam,779,28795
Assam,325,13614
Assam,399,8469
Assam,289,4949
Assam,514,13360
Assam,768,0
Assam,291,11058
Assam,699,12748
Kerala,911,15502
Kerala,292,3660
Kerala,436,6075
Kerala,492,646
Kerala,41,743
Kerala,758,13440
Kerala,215,15499
Kerala,953,0
Kerala,986,6754
Kerala,238,8859
Kerala,777,4059
Kerala,700,3146
Kerala,204,16974
Kerala,40,24234
Kerala,188,7154
Kerala,783,6678
Kerala,494,10979
Kerala,559,4321
Kerala,682,10488
Kerala,777,27717
Kerala,819,21619
Kerala,1325,4146
Kerala,337,7920
Kerala,579,12100
Kerala,612,13321
Kerala,497,17424
Kerala,33,21527
Kerala,619,13369
Kerala,1016,10079
Kerala,630,5683
Kerala,512,19854
Kerala,721,11912
Kerala,380,13610
Kerala,724,14833
Kerala,736,17637
Kerala,583,18712
Kerala,287,7722
Kerala,367,8211
Kerala,132,22250
Kerala,203,17880
Kerala,790,13946
Kerala,566,27629
Kerala,405,1051
Kerala,645,25193
Kerala,785,10187
Kerala,790,5440
Kerala,1222,26119
Kerala,536,19491
Kerala,193,331
Kerala,783,35200
Kerala,149,16874
Kerala,298,10637
Madhya Pradesh,15,25325
Madhya Pradesh,159,10764
Madhya Pradesh,458,17031
Madhya Pradesh,237,12322
Madhya Pradesh,314,26509
Madhya Pradesh,865,8061
Madhya Pradesh,457,11191
Madhya Pradesh,197,9820
Madhya Pradesh,543,2350
Madhya Pradesh,352,33998
Madhya Pradesh,408,16161
Madhya Pradesh,308,7260
Madhya Pradesh,366,0
Madhya Pradesh,358,9685
Madhya Pradesh,897,9095
Madhya Pradesh,556,4228
Madhya Pradesh,699,5277
Madhya Pradesh,986,26353
Madhya Pradesh,111,12777
Madhya Pradesh,446,0
Madhya Pradesh,256,1747
Madhya Pradesh,383,12230
Madhya Pradesh,477,1245
Madhya Pradesh,371,1482
Madhya Pradesh,310,6818
Madhya Pradesh,337,10855
Madhya Pradesh,817,12084
Madhya Pradesh,741,15901
Madhya Pradesh,853,4914
Madhya Pradesh,748,13711
Madhya Pradesh,438,33689
Madhya Pradesh,908,21390
Madhya Pradesh,322,1112
Madhya Pradesh,238,6246
Madhya Pradesh,91,1277
Madhya Pradesh,496,8345
Madhya Pradesh,650,7247
Madhya Pradesh,265,9291
Madhya Pradesh,812,21340
Madhya Pradesh,406,13115
Madhya Pradesh,183,19026
Madhya Pradesh,817,5188
Madhya Pradesh,713,7373
Madhya Pradesh,555,30665
Madhya Pradesh,307,30805
Maharashtra,405,17721
Maharashtra,674,14672
Maharashtra,920,22131
Maharashtra,821,12576
Maharashtra,432,3461
Maharashtra,716,7035
Maharashtra,1084,6139
Maharashtra,1193,1562
Maharashtra,352,21481
Maharashtra,232,16540
Maharashtra,1032,21589
Maharashtra,312,20243
Maharashtra,78,22019
Maharashtra,674,11305
Maharashtra,371,6084
Maharashtra,759,16494
Maharashtra,243,4682
Maharashtra,625,7859
Maharashtra,1177,0
Maharashtra,194,31959
Maharashtra,194,51182
Maharashtra,390,17169
Maharashtra,508,15607
Maharashtra,363,4406
Maharashtra,1100,12047
Maharashtra,21,3735
Maharashtra,173,0
Maharashtra,261,5320
Maharashtra,524,18128
Maharashtra,331,3508
Maharashtra,582,2802
Maharashtra,749,39206
Maharashtra,210,5642
Maharashtra,467,0
Maharashtra,879,7192
Maharashtra,311,20884
Maharashtra,376,8820
Maharashtra,378,3762
Maharashtra,117,5763
Maharashtra,221,6315
Maharashtra,533,21601
Maharashtra,504,9533
Maharashtra,262,3804
Maharashtra,393,6647
Maharashtra,476,16043
Maharashtra,1098,4649
Odisha,508,18696
Odisha,349,1821
Odisha,818,11875
Odisha,517,5985
Odisha,238,13634
Odisha,522,3625
Odisha,170,6146
Odisha,385,11007
Odisha,434,28270
Odisha,516,0
Odisha,945,15853
Odisha,749,9388
Odisha,330,25428
Odisha,654,18356
Odisha,254,7505
Odisha,189,14389
Odisha,760,9006
Odisha,784,16892
Odisha,68,8118
Odisha,625,3900
Odisha,187,651
Odisha,816,25655
Odisha,582,21152
Odisha,671,5454
Odisha,673,24929
Odisha,750,10764
Odisha,40,8478
Odisha,509,11522
Odisha,1157,0
Odisha,567,36604
Odisha,569,18435
Odisha,773,11850
Odisha,351,15493
Odisha,10,10188
Odisha,367,24544
Odisha,76,8501
Odisha,194,14714
Odisha,701,15543
Odisha,336,0
Odisha,491,12023
Punjab,1000,5972
Punjab,482,1232
Punjab,166,249
Punjab,418,8276
Punjab,637,21009
Punjab,572,11747
Punjab,556,10541
Punjab,137,14801
Punjab,743,10975
Punjab,10,25766
Punjab,737,16550
Punjab,38,9333
Punjab,637,10576
Punjab,698,7230
Punjab,609,11719
Punjab,673,5700
Punjab,144,8437
Punjab,207,7825
Punjab,388,13364
Punjab,962,13227
Punjab,659,3299
Punjab,845,19101
Punjab,182,5268
Punjab,252,1042
Punjab,515,850
Punjab,773,15271
Punjab,771,9598
Punjab,860,5756
Punjab,1003,1929
Punjab,490,7596
Punjab,408,11189
Punjab,554,25956
Punjab,633,19532
Punjab,581,4556
Punjab,363,26975
Punjab,579,13280
Punjab,607,16253
Punjab,319,18081
Punjab,593,16104
Punjab,851,3732
Punjab,349,6382
Rajasthan,120,26423
Rajasthan,819,5479
Rajasthan,382,23849
Rajasthan,611,5147
Rajasthan,345,0
Rajasthan,363,15500
Rajasthan,181,15709
Rajasthan,120,569
Rajasthan,922,5181
Rajasthan,152,1513
Rajasthan,454,11167
Rajasthan,528,15842
Rajasthan,114,25837
Rajasthan,788,6286
Rajasthan,38,769
Rajasthan,366,1810
Rajasthan,527,2541
Rajasthan,952,17963
Rajasthan,44,12518
Rajasthan,323,8592
Rajasthan,343,0
Rajasthan,610,0
Rajasthan,122,22425
Rajasthan,134,24283
Rajasthan,332,11247
Rajasthan,393,18842
Rajasthan,567,5891
Rajasthan,327,9229
Rajasthan,366,10806
Rajasthan,332,23025
Rajasthan,460,12643
Rajasthan,210,11268
